,y,x,optimal_steps_count,converged,reached_horizon,steps_taken,discounted_rewards,extra_steps,t_min_over_t
mean,,,,0.08444444444444445,0.9155555555555556,961.96,0.0022470643549134,860.96,0.1121177977233312
standard_deviation,,,,0.278053196793192,0.278053196793192,148.8689601256383,0.011250737426883577,151.30112197571808,0.06044527081137388
success_mean,,,,1.0,0.0,549.5263157894736,0.026141905415206286,468.94736842105266,0.21223707830260646
success_standard_deviation,,,,0.0,0.0,284.4510050413003,0.030396837239058665,311.1365319605974,0.14812796241401
run_0,111.0,212.0,69.0,False,True,1000.0,4.317124741065786e-05,931.0,0.069
run_1,111.0,232.0,89.0,False,True,1000.0,4.317124741065786e-05,911.0,0.089
run_2,111.0,252.0,109.0,False,True,1000.0,4.317124741065786e-05,891.0,0.109
run_3,131.0,212.0,89.0,False,True,1000.0,4.317124741065786e-05,911.0,0.089
run_4,131.0,232.0,109.0,False,True,1000.0,4.317124741065786e-05,891.0,0.109
run_5,131.0,252.0,129.0,False,True,1000.0,4.317124741065786e-05,871.0,0.129
run_6,151.0,212.0,109.0,False,True,1000.0,4.317124741065786e-05,891.0,0.109
run_7,151.0,232.0,129.0,False,True,1000.0,4.317124741065786e-05,871.0,0.129
run_8,151.0,252.0,149.0,False,True,1000.0,4.317124741065786e-05,851.0,0.149
run_9,171.0,212.0,129.0,False,True,1000.0,4.317124741065786e-05,871.0,0.129
run_10,171.0,232.0,149.0,False,True,1000.0,4.317124741065786e-05,851.0,0.149
run_11,171.0,252.0,169.0,False,True,1000.0,4.317124741065786e-05,831.0,0.169
run_12,191.0,212.0,149.0,False,True,1000.0,4.317124741065786e-05,851.0,0.149
run_13,191.0,232.0,169.0,False,True,1000.0,4.317124741065786e-05,831.0,0.169
run_14,191.0,252.0,189.0,False,True,1000.0,4.317124741065786e-05,811.0,0.189
run_15,111.0,192.0,49.0,False,True,1000.0,4.317124741065786e-05,951.0,0.049
run_16,111.0,212.0,69.0,False,True,1000.0,4.317124741065786e-05,931.0,0.069
run_17,111.0,232.0,89.0,False,True,1000.0,4.317124741065786e-05,911.0,0.089
run_18,131.0,192.0,69.0,False,True,1000.0,4.317124741065786e-05,931.0,0.069
run_19,131.0,212.0,89.0,False,True,1000.0,4.317124741065786e-05,911.0,0.089
run_20,131.0,232.0,109.0,False,True,1000.0,4.317124741065786e-05,891.0,0.109
run_21,151.0,192.0,89.0,False,True,1000.0,4.317124741065786e-05,911.0,0.089
run_22,151.0,212.0,109.0,False,True,1000.0,4.317124741065786e-05,891.0,0.109
run_23,151.0,232.0,129.0,False,True,1000.0,4.317124741065786e-05,871.0,0.129
run_24,171.0,192.0,109.0,False,True,1000.0,4.317124741065786e-05,891.0,0.109
run_25,171.0,212.0,129.0,False,True,1000.0,4.317124741065786e-05,871.0,0.129
run_26,171.0,232.0,149.0,False,True,1000.0,4.317124741065786e-05,851.0,0.149
run_27,191.0,192.0,129.0,False,True,1000.0,4.317124741065786e-05,871.0,0.129
run_28,191.0,212.0,149.0,False,True,1000.0,4.317124741065786e-05,851.0,0.149
run_29,191.0,232.0,169.0,False,True,1000.0,4.317124741065786e-05,831.0,0.169
run_30,111.0,172.0,29.0,False,True,1000.0,4.317124741065786e-05,971.0,0.029
run_31,111.0,192.0,49.0,False,True,1000.0,4.317124741065786e-05,951.0,0.049
run_32,111.0,212.0,69.0,False,True,1000.0,4.317124741065786e-05,931.0,0.069
run_33,131.0,172.0,49.0,False,True,1000.0,4.317124741065786e-05,951.0,0.049
