,y,x,optimal_steps_count,converged,reached_horizon,steps_taken,discounted_rewards,extra_steps,t_min_over_t
run_564,22.0,122.0,63.0,True,False,85.0,0.4255901233886546,22.0,0.7411764705882353
run_565,22.0,123.0,64.0,False,True,1000.0,4.317124741065786e-05,936.0,0.064
run_566,22.0,124.0,65.0,True,False,87.0,0.41712087993322033,22.0,0.7471264367816092
run_567,22.0,125.0,66.0,True,False,88.0,0.41294967113388814,22.0,0.75
run_568,22.0,126.0,67.0,True,False,89.0,0.40882017442254925,22.0,0.7528089887640449
run_569,22.0,127.0,68.0,False,True,1000.0,4.317124741065786e-05,932.0,0.068
run_570,22.0,128.0,69.0,True,False,87.0,0.41712087993322033,18.0,0.7931034482758621
run_571,22.0,129.0,70.0,False,True,1000.0,4.317124741065786e-05,930.0,0.07
run_572,22.0,130.0,71.0,True,False,89.0,0.40882017442254925,18.0,0.797752808988764
run_573,22.0,131.0,72.0,True,False,90.0,0.4047319726783238,18.0,0.8
run_574,22.0,132.0,73.0,True,False,89.0,0.40882017442254925,16.0,0.8202247191011236
run_575,22.0,133.0,74.0,True,False,94.0,0.3887839180742268,20.0,0.7872340425531915
run_576,22.0,134.0,75.0,True,False,133.0,0.2627125872502283,58.0,0.5639097744360902
run_577,22.0,135.0,76.0,True,False,96.0,0.38104711810454966,20.0,0.7916666666666666
run_578,22.0,136.0,77.0,False,True,1000.0,4.317124741065786e-05,923.0,0.077
run_579,22.0,137.0,78.0,True,False,98.0,0.37346428045426916,20.0,0.7959183673469388
run_580,22.0,138.0,79.0,True,False,101.0,0.3623720178604969,22.0,0.7821782178217822
run_581,22.0,139.0,80.0,True,False,100.0,0.3660323412732292,20.0,0.8
run_582,22.0,140.0,81.0,True,False,101.0,0.3623720178604969,20.0,0.801980198019802
run_583,22.0,141.0,82.0,True,False,104.0,0.35160920655802225,22.0,0.7884615384615384
run_584,22.0,142.0,83.0,True,False,141.0,0.2424166460445802,58.0,0.5886524822695035
run_585,22.0,143.0,84.0,True,False,102.0,0.3587482976818919,18.0,0.8235294117647058
run_586,22.0,144.0,85.0,True,False,105.0,0.348093114492442,20.0,0.8095238095238095
run_587,22.0,145.0,86.0,True,False,108.0,0.337754400898902,22.0,0.7962962962962963
run_588,22.0,146.0,87.0,True,False,109.0,0.334376856889913,22.0,0.7981651376146789
run_589,22.0,147.0,88.0,True,False,110.0,0.33103308832101386,22.0,0.8
run_590,22.0,148.0,89.0,True,False,111.0,0.3277227574378037,22.0,0.8018018018018018
run_591,22.0,149.0,90.0,True,False,112.0,0.3244455298634257,22.0,0.8035714285714286
run_592,22.0,150.0,91.0,True,False,113.0,0.3212010745647914,22.0,0.8053097345132744
run_593,22.0,151.0,92.0,True,False,114.0,0.3179890638191435,22.0,0.8070175438596491
run_594,22.0,152.0,93.0,True,False,115.0,0.31480917318095203,22.0,0.808695652173913
run_595,22.0,153.0,94.0,True,False,116.0,0.3116610814491425,22.0,0.8103448275862069
run_596,22.0,154.0,95.0,True,False,117.0,0.30854447063465107,22.0,0.811965811965812
run_597,22.0,155.0,96.0,True,False,118.0,0.3054590259283046,22.0,0.8135593220338984
run_598,22.0,156.0,97.0,True,False,115.0,0.31480917318095203,18.0,0.8434782608695652
run_599,22.0,157.0,98.0,True,False,120.0,0.2993803913123313,22.0,0.8166666666666667
run_600,22.0,158.0,99.0,True,False,117.0,0.30854447063465107,18.0,0.8461538461538461
run_601,22.0,159.0,100.0,True,False,122.0,0.2934227215252159,22.0,0.819672131147541
run_602,22.0,160.0,101.0,True,False,119.0,0.30240443566902153,18.0,0.8487394957983193
run_603,22.0,161.0,102.0,True,False,120.0,0.2993803913123313,18.0,0.85
run_604,22.0,162.0,103.0,True,False,125.0,0.28470777327319546,22.0,0.824
run_605,22.0,163.0,104.0,True,False,122.0,0.2934227215252159,18.0,0.8524590163934426
run_606,22.0,164.0,105.0,True,False,125.0,0.28470777327319546,20.0,0.84
run_607,22.0,165.0,106.0,True,False,124.0,0.2875836093668641,18.0,0.8548387096774194
run_608,22.0,166.0,107.0,True,False,127.0,0.27904208858505886,20.0,0.84251968503937
run_609,22.0,167.0,108.0,True,False,128.0,0.2762516676992083,20.0,0.84375
run_610,22.0,168.0,109.0,True,False,129.0,0.2734891510222162,20.0,0.8449612403100775
run_611,22.0,169.0,110.0,True,False,174.0,0.173989828476264,64.0,0.632183908045977
run_612,22.0,170.0,111.0,True,False,133.0,0.2627125872502283,22.0,0.8345864661654135
run_613,22.0,171.0,112.0,True,False,132.0,0.26536624974770534,20.0,0.8484848484848485
run_614,22.0,172.0,113.0,True,False,133.0,0.2627125872502283,20.0,0.849624060150376
run_615,22.0,173.0,114.0,True,False,136.0,0.2549097606963093,22.0,0.8382352941176471
run_616,22.0,174.0,115.0,True,False,137.0,0.2523606630893462,22.0,0.8394160583941606
run_617,22.0,175.0,116.0,True,False,138.0,0.2498370564584527,22.0,0.8405797101449275
run_618,22.0,176.0,117.0,True,False,139.0,0.24733868589386818,22.0,0.841726618705036
run_619,22.0,177.0,118.0,True,False,140.0,0.24486529903492948,22.0,0.8428571428571429
run_620,22.0,178.0,119.0,True,False,139.0,0.24733868589386818,20.0,0.8561151079136691
run_621,22.0,179.0,120.0,True,False,142.0,0.2399924795841344,22.0,0.8450704225352113
run_622,22.0,180.0,121.0,True,False,141.0,0.2424166460445802,20.0,0.8581560283687943
run_623,22.0,181.0,122.0,True,False,144.0,0.23521662924041012,22.0,0.8472222222222222
run_624,22.0,182.0,123.0,True,False,143.0,0.23759255478829303,20.0,0.8601398601398601
run_625,22.0,183.0,124.0,True,False,146.0,0.23053581831852593,22.0,0.8493150684931506
run_626,22.0,184.0,125.0,True,False,147.0,0.22823046013534068,22.0,0.8503401360544217
run_627,23.0,69.0,9.0,False,True,1000.0,4.317124741065786e-05,991.0,0.009
run_628,23.0,71.0,11.0,False,True,1000.0,4.317124741065786e-05,989.0,0.011
run_629,23.0,72.0,12.0,False,True,1000.0,4.317124741065786e-05,988.0,0.012
run_630,23.0,73.0,13.0,False,True,1000.0,4.317124741065786e-05,987.0,0.013
run_631,23.0,74.0,14.0,False,True,1000.0,4.317124741065786e-05,986.0,0.014
run_632,23.0,75.0,15.0,False,True,1000.0,4.317124741065786e-05,985.0,0.015
run_633,23.0,76.0,16.0,False,True,1000.0,4.317124741065786e-05,984.0,0.016
run_634,23.0,77.0,17.0,False,True,1000.0,4.317124741065786e-05,983.0,0.017
run_635,23.0,78.0,18.0,False,True,1000.0,4.317124741065786e-05,982.0,0.018
run_636,23.0,79.0,19.0,False,True,1000.0,4.317124741065786e-05,981.0,0.019
run_637,23.0,80.0,20.0,False,True,1000.0,4.317124741065786e-05,980.0,0.02
run_638,23.0,81.0,21.0,False,True,1000.0,4.317124741065786e-05,979.0,0.021
run_639,23.0,82.0,22.0,False,True,1000.0,4.317124741065786e-05,978.0,0.022
run_640,23.0,83.0,23.0,False,True,1000.0,4.317124741065786e-05,977.0,0.023
run_641,23.0,84.0,24.0,False,True,1000.0,4.317124741065786e-05,976.0,0.024
run_642,23.0,85.0,25.0,False,True,1000.0,4.317124741065786e-05,975.0,0.025
run_643,23.0,86.0,26.0,False,True,1000.0,4.317124741065786e-05,974.0,0.026
run_644,23.0,87.0,27.0,False,True,1000.0,4.317124741065786e-05,973.0,0.027
run_645,23.0,88.0,28.0,False,True,1000.0,4.317124741065786e-05,972.0,0.028
run_646,23.0,89.0,29.0,False,True,1000.0,4.317124741065786e-05,971.0,0.029
run_647,23.0,90.0,30.0,False,True,1000.0,4.317124741065786e-05,970.0,0.03
run_648,23.0,91.0,31.0,False,True,1000.0,4.317124741065786e-05,969.0,0.031
run_649,23.0,92.0,32.0,False,True,1000.0,4.317124741065786e-05,968.0,0.032
run_650,23.0,93.0,33.0,False,True,1000.0,4.317124741065786e-05,967.0,0.033
run_651,23.0,94.0,34.0,False,True,1000.0,4.317124741065786e-05,966.0,0.034
run_652,23.0,95.0,35.0,False,True,1000.0,4.317124741065786e-05,965.0,0.035
run_653,23.0,96.0,36.0,False,True,1000.0,4.317124741065786e-05,964.0,0.036
run_654,23.0,97.0,37.0,False,True,1000.0,4.317124741065786e-05,963.0,0.037
run_655,23.0,98.0,38.0,False,True,1000.0,4.317124741065786e-05,962.0,0.038
run_656,23.0,99.0,39.0,False,True,1000.0,4.317124741065786e-05,961.0,0.039
run_657,23.0,100.0,40.0,True,False,62.0,0.536268225207185,22.0,0.6451612903225806
run_658,23.0,101.0,41.0,False,True,1000.0,4.317124741065786e-05,959.0,0.041
run_659,23.0,102.0,42.0,True,False,64.0,0.525596487525562,22.0,0.65625
run_660,23.0,103.0,43.0,False,True,1000.0,4.317124741065786e-05,957.0,0.043
run_661,23.0,104.0,44.0,False,True,1000.0,4.317124741065786e-05,956.0,0.044
run_662,23.0,105.0,45.0,False,True,1000.0,4.317124741065786e-05,955.0,0.045
run_663,23.0,106.0,46.0,True,False,262.0,0.07184904244991483,216.0,0.17557251908396945
run_664,23.0,107.0,47.0,True,False,236.0,0.09330521652106866,189.0,0.19915254237288135
run_665,23.0,108.0,48.0,False,True,1000.0,4.317124741065786e-05,952.0,0.048
run_666,23.0,109.0,49.0,True,False,71.0,0.4898902730042049,22.0,0.6901408450704225
run_667,23.0,110.0,50.0,True,False,70.0,0.49483865960020695,20.0,0.7142857142857143
run_668,23.0,111.0,51.0,True,False,71.0,0.4898902730042049,20.0,0.7183098591549296
run_669,23.0,112.0,52.0,True,False,72.0,0.48499137027416284,20.0,0.7222222222222222
run_670,23.0,113.0,53.0,True,False,75.0,0.4705866415856499,22.0,0.7066666666666667
run_671,23.0,114.0,54.0,False,True,1000.0,4.317124741065786e-05,946.0,0.054
run_672,23.0,115.0,55.0,False,True,1000.0,4.317124741065786e-05,945.0,0.055
run_673,23.0,116.0,56.0,True,False,74.0,0.47534004200570695,18.0,0.7567567567567568
run_674,23.0,117.0,57.0,False,True,1000.0,4.317124741065786e-05,943.0,0.057
run_675,23.0,118.0,58.0,True,False,72.0,0.48499137027416284,14.0,0.8055555555555556
run_676,23.0,119.0,59.0,True,False,113.0,0.3212010745647914,54.0,0.5221238938053098
run_677,23.0,120.0,60.0,False,True,1000.0,4.317124741065786e-05,940.0,0.06
run_678,23.0,121.0,61.0,True,False,75.0,0.4705866415856499,14.0,0.8133333333333334
run_679,23.0,122.0,62.0,True,False,78.0,0.4566097477439145,16.0,0.7948717948717948
run_680,23.0,123.0,63.0,True,False,79.0,0.45204365026647536,16.0,0.7974683544303798
run_681,23.0,124.0,64.0,False,True,1000.0,4.317124741065786e-05,936.0,0.064
run_682,23.0,125.0,65.0,True,False,75.0,0.4705866415856499,10.0,0.8666666666666667
run_683,23.0,126.0,66.0,True,False,80.0,0.4475232137638106,14.0,0.825
run_684,23.0,127.0,67.0,True,False,77.0,0.46122196741809546,10.0,0.8701298701298701
run_685,23.0,128.0,68.0,True,False,84.0,0.4298890135238935,16.0,0.8095238095238095
run_686,23.0,129.0,69.0,True,False,79.0,0.45204365026647536,10.0,0.8734177215189873
run_687,23.0,130.0,70.0,True,False,86.0,0.421334222154768,16.0,0.813953488372093
run_688,23.0,131.0,71.0,True,False,81.0,0.4430479816261725,10.0,0.8765432098765432
run_689,23.0,132.0,72.0,True,False,86.0,0.421334222154768,14.0,0.8372093023255814
run_690,23.0,133.0,73.0,True,False,81.0,0.4430479816261725,8.0,0.9012345679012346
run_691,23.0,134.0,74.0,True,False,94.0,0.3887839180742268,20.0,0.7872340425531915
run_692,23.0,135.0,75.0,True,False,83.0,0.43423132679181164,8.0,0.9036144578313253
run_693,23.0,136.0,76.0,True,False,94.0,0.3887839180742268,18.0,0.8085106382978723
run_694,23.0,137.0,77.0,False,True,1000.0,4.317124741065786e-05,923.0,0.077
run_695,23.0,138.0,78.0,True,False,82.0,0.43861750180991077,4.0,0.9512195121951219
run_696,23.0,139.0,79.0,True,False,83.0,0.43423132679181164,4.0,0.9518072289156626
run_697,23.0,140.0,80.0,True,False,90.0,0.4047319726783238,10.0,0.8888888888888888
run_698,23.0,141.0,81.0,True,False,91.0,0.40068465295154054,10.0,0.8901098901098901
run_699,23.0,142.0,82.0,True,False,98.0,0.37346428045426916,16.0,0.8367346938775511
run_700,23.0,143.0,83.0,True,False,87.0,0.41712087993322033,4.0,0.9540229885057471
run_701,23.0,144.0,84.0,True,False,96.0,0.38104711810454966,12.0,0.875
run_702,23.0,145.0,85.0,True,False,95.0,0.38489607889348454,10.0,0.8947368421052632
run_703,23.0,146.0,86.0,True,False,100.0,0.3660323412732292,14.0,0.86
run_704,23.0,147.0,87.0,True,False,103.0,0.355160814705073,16.0,0.8446601941747572
run_705,23.0,148.0,88.0,True,False,108.0,0.337754400898902,20.0,0.8148148148148148
run_706,23.0,149.0,89.0,False,True,1000.0,4.317124741065786e-05,911.0,0.089
run_707,23.0,150.0,90.0,True,False,106.0,0.3446121833475176,16.0,0.8490566037735849
run_708,23.0,151.0,91.0,True,False,109.0,0.334376856889913,18.0,0.8348623853211009
run_709,23.0,152.0,92.0,True,False,114.0,0.3179890638191435,22.0,0.8070175438596491
run_710,23.0,153.0,93.0,True,False,113.0,0.3212010745647914,20.0,0.8230088495575221
run_711,23.0,154.0,94.0,True,False,114.0,0.3179890638191435,20.0,0.8245614035087719
run_712,23.0,155.0,95.0,True,False,107.0,0.34116606151404244,12.0,0.8878504672897196
run_713,23.0,156.0,96.0,True,False,116.0,0.3116610814491425,20.0,0.8275862068965517
run_714,23.0,157.0,97.0,False,True,1000.0,4.317124741065786e-05,903.0,0.097
run_715,23.0,158.0,98.0,True,False,116.0,0.3116610814491425,18.0,0.8448275862068966
run_716,23.0,159.0,99.0,True,False,119.0,0.30240443566902153,20.0,0.8319327731092437
run_717,23.0,160.0,100.0,True,False,118.0,0.3054590259283046,18.0,0.847457627118644
run_718,23.0,161.0,101.0,True,False,121.0,0.296386587399208,20.0,0.8347107438016529
run_719,23.0,162.0,102.0,True,False,112.0,0.3244455298634257,10.0,0.9107142857142857
run_720,23.0,163.0,103.0,True,False,125.0,0.28470777327319546,22.0,0.824
run_721,23.0,164.0,104.0,True,False,120.0,0.2993803913123313,16.0,0.8666666666666667
run_722,23.0,165.0,105.0,True,False,123.0,0.29048849430996376,18.0,0.8536585365853658
run_723,23.0,166.0,106.0,True,False,126.0,0.2818606955404635,20.0,0.8412698412698413
run_724,23.0,167.0,107.0,True,False,125.0,0.28470777327319546,18.0,0.856
run_725,23.0,168.0,108.0,True,False,128.0,0.2762516676992083,20.0,0.84375
run_726,23.0,169.0,109.0,True,False,127.0,0.27904208858505886,18.0,0.8582677165354331
run_727,23.0,170.0,110.0,True,False,132.0,0.26536624974770534,22.0,0.8333333333333334
run_728,23.0,171.0,111.0,True,False,131.0,0.2680467169168741,20.0,0.8473282442748091
run_729,23.0,172.0,112.0,True,False,130.0,0.27075425951199406,18.0,0.8615384615384616
run_730,23.0,173.0,113.0,True,False,135.0,0.25748460676394874,22.0,0.837037037037037
run_731,23.0,174.0,114.0,True,False,136.0,0.2549097606963093,22.0,0.8382352941176471
run_732,23.0,175.0,115.0,True,False,137.0,0.2523606630893462,22.0,0.8394160583941606
run_733,23.0,176.0,116.0,True,False,138.0,0.2498370564584527,22.0,0.8405797101449275
run_734,23.0,177.0,117.0,True,False,139.0,0.24733868589386818,22.0,0.841726618705036
run_735,23.0,178.0,118.0,True,False,140.0,0.24486529903492948,22.0,0.8428571428571429
run_736,23.0,179.0,119.0,True,False,141.0,0.2424166460445802,22.0,0.8439716312056738
run_737,23.0,180.0,120.0,True,False,142.0,0.2399924795841344,22.0,0.8450704225352113
run_738,23.0,181.0,121.0,True,False,143.0,0.23759255478829303,22.0,0.8461538461538461
run_739,23.0,182.0,122.0,True,False,144.0,0.23521662924041012,22.0,0.8472222222222222
run_740,23.0,183.0,123.0,True,False,145.0,0.232864462948006,22.0,0.8482758620689655
run_741,23.0,184.0,124.0,True,False,146.0,0.23053581831852593,22.0,0.8493150684931506
run_742,24.0,70.0,9.0,False,True,1000.0,4.317124741065786e-05,991.0,0.009
run_743,24.0,71.0,10.0,False,True,1000.0,4.317124741065786e-05,990.0,0.01
run_744,24.0,72.0,11.0,False,True,1000.0,4.317124741065786e-05,989.0,0.011
run_745,24.0,73.0,12.0,False,True,1000.0,4.317124741065786e-05,988.0,0.012
run_746,24.0,74.0,13.0,False,True,1000.0,4.317124741065786e-05,987.0,0.013
run_747,24.0,75.0,14.0,False,True,1000.0,4.317124741065786e-05,986.0,0.014
run_748,24.0,76.0,15.0,False,True,1000.0,4.317124741065786e-05,985.0,0.015
run_749,24.0,77.0,16.0,False,True,1000.0,4.317124741065786e-05,984.0,0.016
run_750,24.0,78.0,17.0,False,True,1000.0,4.317124741065786e-05,983.0,0.017
run_751,24.0,79.0,18.0,False,True,1000.0,4.317124741065786e-05,982.0,0.018
run_752,24.0,80.0,19.0,False,True,1000.0,4.317124741065786e-05,981.0,0.019
run_753,24.0,81.0,20.0,False,True,1000.0,4.317124741065786e-05,980.0,0.02
run_754,24.0,82.0,21.0,False,True,1000.0,4.317124741065786e-05,979.0,0.021
run_755,24.0,83.0,22.0,False,True,1000.0,4.317124741065786e-05,978.0,0.022
run_756,24.0,84.0,23.0,False,True,1000.0,4.317124741065786e-05,977.0,0.023
run_757,24.0,85.0,24.0,False,True,1000.0,4.317124741065786e-05,976.0,0.024
run_758,24.0,86.0,25.0,False,True,1000.0,4.317124741065786e-05,975.0,0.025
run_759,24.0,87.0,26.0,False,True,1000.0,4.317124741065786e-05,974.0,0.026
run_760,24.0,88.0,27.0,False,True,1000.0,4.317124741065786e-05,973.0,0.027
run_761,24.0,89.0,28.0,False,True,1000.0,4.317124741065786e-05,972.0,0.028
run_762,24.0,90.0,29.0,False,True,1000.0,4.317124741065786e-05,971.0,0.029
run_763,24.0,91.0,30.0,False,True,1000.0,4.317124741065786e-05,970.0,0.03
run_764,24.0,92.0,31.0,False,True,1000.0,4.317124741065786e-05,969.0,0.031
run_765,24.0,93.0,32.0,True,False,247.0,0.08353972967320515,215.0,0.12955465587044535
run_766,24.0,94.0,33.0,True,False,235.0,0.0942476934556249,202.0,0.14042553191489363
run_767,24.0,95.0,34.0,False,True,1000.0,4.317124741065786e-05,966.0,0.034
run_768,24.0,96.0,35.0,False,True,1000.0,4.317124741065786e-05,965.0,0.035
run_769,24.0,97.0,36.0,False,True,1000.0,4.317124741065786e-05,964.0,0.036
run_770,24.0,98.0,37.0,True,False,269.0,0.06696800274786396,232.0,0.137546468401487
run_771,24.0,99.0,38.0,False,True,1000.0,4.317124741065786e-05,962.0,0.038
run_772,24.0,100.0,39.0,True,False,235.0,0.0942476934556249,196.0,0.16595744680851063
run_773,24.0,101.0,40.0,True,False,265.0,0.06971505404010991,225.0,0.1509433962264151
run_774,24.0,102.0,41.0,False,True,1000.0,4.317124741065786e-05,959.0,0.041
run_775,24.0,103.0,42.0,True,False,269.0,0.06696800274786396,227.0,0.15613382899628253
run_776,24.0,104.0,43.0,False,True,1000.0,4.317124741065786e-05,957.0,0.043
run_777,24.0,105.0,44.0,False,True,1000.0,4.317124741065786e-05,956.0,0.044
run_778,24.0,106.0,45.0,False,True,1000.0,4.317124741065786e-05,955.0,0.045
run_779,24.0,107.0,46.0,False,True,1000.0,4.317124741065786e-05,954.0,0.046
run_780,24.0,108.0,47.0,False,True,1000.0,4.317124741065786e-05,953.0,0.047
run_781,24.0,109.0,48.0,False,True,1000.0,4.317124741065786e-05,952.0,0.048
run_782,24.0,110.0,49.0,False,True,1000.0,4.317124741065786e-05,951.0,0.049
run_783,24.0,111.0,50.0,False,True,1000.0,4.317124741065786e-05,950.0,0.05
run_784,24.0,112.0,51.0,False,True,1000.0,4.317124741065786e-05,949.0,0.051
run_785,24.0,113.0,52.0,True,False,194.0,0.14230748778208857,142.0,0.26804123711340205
run_786,24.0,114.0,53.0,False,True,1000.0,4.317124741065786e-05,947.0,0.053
run_787,24.0,115.0,54.0,False,True,1000.0,4.317124741065786e-05,946.0,0.054
run_788,24.0,116.0,55.0,False,True,1000.0,4.317124741065786e-05,945.0,0.055
run_789,24.0,117.0,56.0,True,False,232.0,0.09713262969004904,176.0,0.2413793103448276
run_790,24.0,118.0,57.0,True,False,69.0,0.4998370298991989,12.0,0.8260869565217391
run_791,24.0,119.0,58.0,True,False,70.0,0.49483865960020695,12.0,0.8285714285714286
run_792,24.0,120.0,59.0,False,True,1000.0,4.317124741065786e-05,941.0,0.059
run_793,24.0,121.0,60.0,True,False,72.0,0.48499137027416284,12.0,0.8333333333333334
run_794,24.0,122.0,61.0,False,True,1000.0,4.317124741065786e-05,939.0,0.061
run_795,24.0,123.0,62.0,True,False,68.0,0.5048858887870696,6.0,0.9117647058823529
run_796,24.0,124.0,63.0,True,False,281.0,0.059359424524750785,218.0,0.22419928825622776
run_797,24.0,125.0,64.0,True,False,192.0,0.14519690621578263,128.0,0.3333333333333333
run_798,24.0,126.0,65.0,True,False,325.0,0.03814505489267701,260.0,0.2
run_799,24.0,127.0,66.0,True,False,286.0,0.05645022209082803,220.0,0.23076923076923078
run_800,24.0,128.0,67.0,False,True,1000.0,4.317124741065786e-05,933.0,0.067
run_801,24.0,129.0,68.0,True,False,306.0,0.046171028276992696,238.0,0.2222222222222222
run_802,24.0,130.0,69.0,False,True,1000.0,4.317124741065786e-05,931.0,0.069
run_803,24.0,131.0,70.0,True,False,186.0,0.1542219517938446,116.0,0.3763440860215054
run_804,24.0,132.0,71.0,False,True,1000.0,4.317124741065786e-05,929.0,0.071
run_805,24.0,133.0,72.0,True,False,288.0,0.05532686267122055,216.0,0.25
run_806,24.0,134.0,73.0,True,False,81.0,0.4430479816261725,8.0,0.9012345679012346
run_807,24.0,135.0,74.0,True,False,74.0,0.47534004200570695,0.0,1.0
run_808,24.0,136.0,75.0,True,False,85.0,0.4255901233886546,10.0,0.8823529411764706
run_809,24.0,137.0,76.0,True,False,292.0,0.0531467635277924,216.0,0.2602739726027397
run_810,24.0,138.0,77.0,True,False,79.0,0.45204365026647536,2.0,0.9746835443037974
run_811,24.0,139.0,78.0,True,False,108.0,0.337754400898902,30.0,0.7222222222222222
run_812,24.0,140.0,79.0,True,False,81.0,0.4430479816261725,2.0,0.9753086419753086
run_813,24.0,141.0,80.0,True,False,86.0,0.421334222154768,6.0,0.9302325581395349
run_814,24.0,142.0,81.0,True,False,91.0,0.40068465295154054,10.0,0.8901098901098901
run_815,24.0,143.0,82.0,False,True,1000.0,4.317124741065786e-05,918.0,0.082
run_816,24.0,144.0,83.0,True,False,93.0,0.39271102835780486,10.0,0.8924731182795699
run_817,24.0,145.0,84.0,False,True,1000.0,4.317124741065786e-05,916.0,0.084
run_818,24.0,146.0,85.0,True,False,93.0,0.39271102835780486,8.0,0.9139784946236559
run_819,24.0,147.0,86.0,True,False,92.0,0.3966778064220251,6.0,0.9347826086956522
run_820,24.0,148.0,87.0,True,False,99.0,0.36972963764972644,12.0,0.8787878787878788
run_821,24.0,149.0,88.0,True,False,108.0,0.337754400898902,20.0,0.8148148148148148
run_822,24.0,150.0,89.0,True,False,111.0,0.3277227574378037,22.0,0.8018018018018018
run_823,24.0,151.0,90.0,True,False,110.0,0.33103308832101386,20.0,0.8181818181818182
run_824,24.0,152.0,91.0,True,False,113.0,0.3212010745647914,22.0,0.8053097345132744
run_825,24.0,153.0,92.0,True,False,114.0,0.3179890638191435,22.0,0.8070175438596491
run_826,24.0,154.0,93.0,True,False,111.0,0.3277227574378037,18.0,0.8378378378378378
run_827,24.0,155.0,94.0,True,False,116.0,0.3116610814491425,22.0,0.8103448275862069
run_828,24.0,156.0,95.0,True,False,115.0,0.31480917318095203,20.0,0.8260869565217391
run_829,24.0,157.0,96.0,True,False,114.0,0.3179890638191435,18.0,0.8421052631578947
run_830,24.0,158.0,97.0,True,False,113.0,0.3212010745647914,16.0,0.8584070796460177
run_831,24.0,159.0,98.0,True,False,116.0,0.3116610814491425,18.0,0.8448275862068966
run_832,24.0,160.0,99.0,True,False,119.0,0.30240443566902153,20.0,0.8319327731092437
run_833,24.0,161.0,100.0,True,False,110.0,0.33103308832101386,10.0,0.9090909090909091
run_834,24.0,162.0,101.0,True,False,121.0,0.296386587399208,20.0,0.8347107438016529
run_835,24.0,163.0,102.0,True,False,118.0,0.3054590259283046,16.0,0.864406779661017
run_836,24.0,164.0,103.0,True,False,121.0,0.296386587399208,18.0,0.8512396694214877
run_837,24.0,165.0,104.0,True,False,116.0,0.3116610814491425,12.0,0.896551724137931
run_838,24.0,166.0,105.0,True,False,123.0,0.29048849430996376,18.0,0.8536585365853658
run_839,24.0,167.0,106.0,True,False,126.0,0.2818606955404635,20.0,0.8412698412698413
run_840,24.0,168.0,107.0,True,False,127.0,0.27904208858505886,20.0,0.84251968503937
run_841,24.0,169.0,108.0,True,False,128.0,0.2762516676992083,20.0,0.84375
run_842,24.0,170.0,109.0,True,False,131.0,0.2680467169168741,22.0,0.8320610687022901
run_843,24.0,171.0,110.0,True,False,130.0,0.27075425951199406,20.0,0.8461538461538461
run_844,24.0,172.0,111.0,True,False,131.0,0.2680467169168741,20.0,0.8473282442748091
run_845,24.0,173.0,112.0,True,False,132.0,0.26536624974770534,20.0,0.8484848484848485
run_846,24.0,174.0,113.0,True,False,133.0,0.2627125872502283,20.0,0.849624060150376
run_847,24.0,175.0,114.0,True,False,132.0,0.26536624974770534,18.0,0.8636363636363636
run_848,24.0,176.0,115.0,True,False,135.0,0.25748460676394874,20.0,0.8518518518518519
run_849,24.0,177.0,116.0,True,False,138.0,0.2498370564584527,22.0,0.8405797101449275
run_850,24.0,178.0,117.0,True,False,137.0,0.2523606630893462,20.0,0.8540145985401459
run_851,24.0,179.0,118.0,True,False,138.0,0.2498370564584527,20.0,0.855072463768116
run_852,24.0,180.0,119.0,True,False,139.0,0.24733868589386818,20.0,0.8561151079136691
run_853,24.0,181.0,120.0,True,False,142.0,0.2399924795841344,22.0,0.8450704225352113
run_854,24.0,182.0,121.0,True,False,143.0,0.23759255478829303,22.0,0.8461538461538461
run_855,24.0,183.0,122.0,True,False,144.0,0.23521662924041012,22.0,0.8472222222222222
run_856,24.0,184.0,123.0,True,False,147.0,0.22823046013534068,24.0,0.8367346938775511
run_857,25.0,69.0,7.0,True,False,7.0,0.9320653479069899,0.0,1.0
run_858,25.0,70.0,8.0,False,True,1000.0,4.317124741065786e-05,992.0,0.008
run_859,25.0,71.0,9.0,False,True,1000.0,4.317124741065786e-05,991.0,0.009
run_860,25.0,72.0,10.0,False,True,1000.0,4.317124741065786e-05,990.0,0.01
run_861,25.0,73.0,11.0,False,True,1000.0,4.317124741065786e-05,989.0,0.011
run_862,25.0,74.0,12.0,False,True,1000.0,4.317124741065786e-05,988.0,0.012
run_863,25.0,75.0,13.0,False,True,1000.0,4.317124741065786e-05,987.0,0.013
run_864,25.0,76.0,14.0,False,True,1000.0,4.317124741065786e-05,986.0,0.014
run_865,25.0,77.0,15.0,False,True,1000.0,4.317124741065786e-05,985.0,0.015
run_866,25.0,78.0,16.0,False,True,1000.0,4.317124741065786e-05,984.0,0.016
run_867,25.0,79.0,17.0,True,False,17.0,0.8429431933839268,0.0,1.0
run_868,25.0,80.0,18.0,False,True,1000.0,4.317124741065786e-05,982.0,0.018
run_869,25.0,81.0,19.0,False,True,1000.0,4.317124741065786e-05,981.0,0.019
run_870,25.0,82.0,20.0,False,True,1000.0,4.317124741065786e-05,980.0,0.02
run_871,25.0,83.0,21.0,False,True,1000.0,4.317124741065786e-05,979.0,0.021
run_872,25.0,84.0,22.0,False,True,1000.0,4.317124741065786e-05,978.0,0.022
run_873,25.0,85.0,23.0,False,True,1000.0,4.317124741065786e-05,977.0,0.023
run_874,25.0,86.0,24.0,False,True,1000.0,4.317124741065786e-05,976.0,0.024
